Attaching to ozones3_s3g_1, ozones3_datanode_2, ozones3_datanode_3, ozones3_scm_1, ozones3_datanode_1, ozones3_om_1
s3g_1       | 2019-11-13 07:14:40,281 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g_1       | 2019-11-13 07:14:40,318 INFO util.log: Logging initialized @1196ms
s3g_1       | 2019-11-13 07:14:40,432 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g_1       | 2019-11-13 07:14:40,459 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g_1       | 2019-11-13 07:14:40,469 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
s3g_1       | 2019-11-13 07:14:40,471 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
s3g_1       | 2019-11-13 07:14:40,471 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
s3g_1       | 2019-11-13 07:14:40,471 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
s3g_1       | 2019-11-13 07:14:40,490 INFO s3.Gateway: Starting Ozone S3 gateway
s3g_1       | 2019-11-13 07:14:40,501 INFO http.HttpServer2: Jetty bound to port 9878
s3g_1       | 2019-11-13 07:14:40,503 INFO server.Server: jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
s3g_1       | 2019-11-13 07:14:40,539 INFO handler.ContextHandler: Started o.e.j.s.ServletContextHandler@7eecb5b8{/logs,file:///var/log/hadoop/,AVAILABLE}
datanode_2  | 2019-11-13 07:14:39,950 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
s3g_1       | 2019-11-13 07:14:40,539 INFO handler.ContextHandler: Started o.e.j.s.ServletContextHandler@71687585{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-ozone-s3gateway-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
datanode_2  | /************************************************************
scm_1       | 2019-11-13 07:14:39,420 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
s3g_1       | ERROR StatusLogger No Log4j 2 configuration file found. Using default configuration (logging only errors to the console), or user programmatically provided configurations. Set system property 'log4j2.debug' to show Log4j 2 internal initialization logging. See https://logging.apache.org/log4j/2.x/manual/configuration.html for instructions on how to configure Log4j 2
datanode_2  | STARTUP_MSG: Starting HddsDatanodeService
