Attaching to ozones3-haproxy_s3g_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_scm_1, ozones3-haproxy_om_1, ozones3-haproxy_datanode_3, ozones3-haproxy_s3g3_1, ozones3-haproxy_s3g2_1, ozones3-haproxy_datanode_2, ozones3-haproxy_datanode_1
s3g_1       | [NOTICE] 297/175551 (1) : New worker #1 (7) forked
s3g1_1      | 2019-10-25 17:55:52,716 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g1_1      | 2019-10-25 17:55:52,741 INFO util.log: Logging initialized @1315ms
s3g1_1      | 2019-10-25 17:55:52,847 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
om_1        | 2019-10-25 17:55:50,124 [main] INFO       - STARTUP_MSG: 
s3g1_1      | 2019-10-25 17:55:52,873 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
scm_1       | 2019-10-25 17:55:53,704 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
scm_1       | /************************************************************
s3g1_1      | 2019-10-25 17:55:52,881 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
om_1        | /************************************************************
s3g1_1      | 2019-10-25 17:55:52,884 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
scm_1       | STARTUP_MSG: Starting StorageContainerManager
om_1        | STARTUP_MSG: Starting OzoneManager
s3g3_1      | 2019-10-25 17:55:50,100 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-10-25 17:55:49,877 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g1_1      | 2019-10-25 17:55:52,884 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
scm_1       | STARTUP_MSG:   host = 67f75be48ac6/172.18.0.9
om_1        | STARTUP_MSG:   host = 279cf96572da/172.18.0.7
datanode_3  | 2019-10-25 17:55:50,919 [main] INFO       - STARTUP_MSG: 
s3g2_1      | 2019-10-25 17:55:49,915 INFO util.log: Logging initialized @1024ms
s3g3_1      | 2019-10-25 17:55:50,126 INFO util.log: Logging initialized @1048ms
datanode_1  | 2019-10-25 17:55:49,227 [main] INFO       - STARTUP_MSG: 
s3g1_1      | 2019-10-25 17:55:52,884 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
scm_1       | STARTUP_MSG:   args = [--init]
datanode_2  | 2019-10-25 17:55:49,475 [main] INFO       - STARTUP_MSG: 
om_1        | STARTUP_MSG:   args = [--init]
datanode_3  | /************************************************************
s3g2_1      | 2019-10-25 17:55:50,050 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g3_1      | 2019-10-25 17:55:50,228 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
datanode_1  | /************************************************************
s3g1_1      | 2019-10-25 17:55:52,906 [main] INFO       - Starting Ozone S3 gateway
scm_1       | STARTUP_MSG:   version = 3.2.0
om_1        | STARTUP_MSG:   version = 3.2.0
datanode_2  | /************************************************************
datanode_3  | STARTUP_MSG: Starting HddsDatanodeService
s3g2_1      | 2019-10-25 17:55:50,083 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g3_1      | 2019-10-25 17:55:50,252 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
datanode_1  | STARTUP_MSG: Starting HddsDatanodeService
s3g1_1      | 2019-10-25 17:55:52,920 INFO http.HttpServer2: Jetty bound to port 9878
