Attaching to hadoop27_rm_1, hadoop27_om_1, hadoop27_s3g_1, hadoop27_datanode_3, hadoop27_datanode_1, hadoop27_datanode_2, hadoop27_nm_1, hadoop27_scm_1
rm_1        | Flokkr launcher script 1.1-7-gef45e4c
rm_1        | 
rm_1        | ===== Plugin is activated ENVTOCONF =====
rm_1        | capacity-scheduler.xml
rm_1        | File capacity-scheduler.xml has been written out successfullly.
rm_1        | hdfs-site.xml
rm_1        | File hdfs-site.xml has been written out successfullly.
rm_1        | core-site.xml
rm_1        | File core-site.xml has been written out successfullly.
rm_1        | ozone-site.xml
rm_1        | File ozone-site.xml has been written out successfullly.
rm_1        | mapred-site.xml
rm_1        | File mapred-site.xml has been written out successfullly.
rm_1        | yarn-site.xml
rm_1        | File yarn-site.xml has been written out successfullly.
rm_1        | ======================================
rm_1        | *** Launching "yarn resourcemanager"
rm_1        | 2019-10-29 21:17:15 INFO  ResourceManager:45 - STARTUP_MSG: 
rm_1        | /************************************************************
datanode_3  | 2019-10-29 21:17:16,865 [main] INFO       - STARTUP_MSG: 
s3g_1       | 2019-10-29 21:17:16,007 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
rm_1        | STARTUP_MSG: Starting ResourceManager
datanode_1  | 2019-10-29 21:17:14,587 [main] INFO       - STARTUP_MSG: 
datanode_3  | /************************************************************
s3g_1       | 2019-10-29 21:17:16,054 INFO util.log: Logging initialized @1132ms
rm_1        | STARTUP_MSG:   host = rm/172.18.0.8
datanode_1  | /************************************************************
datanode_2  | 2019-10-29 21:17:14,307 [main] INFO       - STARTUP_MSG: 
datanode_3  | STARTUP_MSG: Starting HddsDatanodeService
s3g_1       | 2019-10-29 21:17:16,194 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
rm_1        | STARTUP_MSG:   args = []
datanode_1  | STARTUP_MSG: Starting HddsDatanodeService
datanode_2  | /************************************************************
scm_1       | 2019-10-29 21:17:14,149 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
nm_1        | Flokkr launcher script 1.1-7-gef45e4c
om_1        | Waiting for the service scm:9876
datanode_3  | STARTUP_MSG:   host = dea73e0ac6b2/172.18.0.6
s3g_1       | 2019-10-29 21:17:16,226 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
rm_1        | STARTUP_MSG:   version = 2.7.7
datanode_2  | STARTUP_MSG: Starting HddsDatanodeService
scm_1       | /************************************************************
nm_1        | 
datanode_1  | STARTUP_MSG:   host = 20c80ed6c742/172.18.0.5
om_1        | 2019-10-29 21:17:19,925 [main] INFO       - STARTUP_MSG: 
datanode_3  | STARTUP_MSG:   args = []
s3g_1       | 2019-10-29 21:17:16,241 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
datanode_2  | STARTUP_MSG:   host = 8c640aa26c0a/172.18.0.3
scm_1       | STARTUP_MSG: Starting StorageContainerManager
nm_1        | ===== Plugin is activated ENVTOCONF =====
datanode_1  | STARTUP_MSG:   args = []
om_1        | /************************************************************
datanode_3  | STARTUP_MSG:   version = 3.2.0
s3g_1       | 2019-10-29 21:17:16,243 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
scm_1       | STARTUP_MSG:   host = scm/172.18.0.2
datanode_2  | STARTUP_MSG:   args = []
nm_1        | mapred-site.xml
datanode_1  | STARTUP_MSG:   version = 3.2.0
