Attaching to hadoop32_datanode_3, hadoop32_rm_1, hadoop32_nm_1, hadoop32_s3g_1, hadoop32_datanode_1, hadoop32_scm_1, hadoop32_om_1, hadoop32_datanode_2
rm_1        | WARNING: /opt/hadoop/logs does not exist. Creating.
rm_1        | 2019-11-15 02:51:30 INFO  ResourceManager:49 - STARTUP_MSG: 
rm_1        | /************************************************************
nm_1        | WARNING: /opt/hadoop/logs does not exist. Creating.
rm_1        | STARTUP_MSG: Starting ResourceManager
datanode_3  | 2019-11-15 02:51:30,495 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
nm_1        | 2019-11-15 02:51:30 INFO  NodeManager:51 - STARTUP_MSG: 
datanode_1  | 2019-11-15 02:51:30,425 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
datanode_3  | /************************************************************
scm_1       | 2019-11-15 02:51:30,727 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
s3g_1       | 2019-11-15 02:51:31,606 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
rm_1        | STARTUP_MSG:   host = rm/172.18.0.7
datanode_2  | 2019-11-15 02:51:30,417 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
nm_1        | /************************************************************
datanode_1  | /************************************************************
datanode_3  | STARTUP_MSG: Starting HddsDatanodeService
scm_1       | /************************************************************
s3g_1       | 2019-11-15 02:51:31,674 INFO util.log: Logging initialized @1359ms
om_1        | Waiting for the service scm:9876
rm_1        | STARTUP_MSG:   args = []
datanode_2  | /************************************************************
nm_1        | STARTUP_MSG: Starting NodeManager
datanode_1  | STARTUP_MSG: Starting HddsDatanodeService
datanode_3  | STARTUP_MSG:   host = 30494472ee59/172.18.0.9
scm_1       | STARTUP_MSG: Starting StorageContainerManager
s3g_1       | 2019-11-15 02:51:31,842 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
rm_1        | STARTUP_MSG:   version = 3.2.0
om_1        | 2019-11-15 02:51:36,724 INFO om.OzoneManagerStarter: STARTUP_MSG: 
datanode_2  | STARTUP_MSG: Starting HddsDatanodeService
nm_1        | STARTUP_MSG:   host = nm/172.18.0.8
datanode_1  | STARTUP_MSG:   host = 05492ec57556/172.18.0.4
datanode_3  | STARTUP_MSG:   args = []
scm_1       | STARTUP_MSG:   host = scm/172.18.0.5
s3g_1       | 2019-11-15 02:51:31,870 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
datanode_2  | STARTUP_MSG:   host = b4b218b0a73e/172.18.0.2
om_1        | /************************************************************
datanode_1  | STARTUP_MSG:   args = []
nm_1        | STARTUP_MSG:   args = []
datanode_3  | STARTUP_MSG:   version = 3.2.0
