Attaching to ozones3_s3g_1, ozones3_om_1, ozones3_datanode_3, ozones3_datanode_2, ozones3_datanode_1, ozones3_scm_1
s3g_1       | 2019-11-16 22:33:10,040 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g_1       | 2019-11-16 22:33:10,083 INFO util.log: Logging initialized @1029ms
datanode_3  | 2019-11-16 22:33:09,678 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
datanode_3  | /************************************************************
s3g_1       | 2019-11-16 22:33:10,204 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
datanode_3  | STARTUP_MSG: Starting HddsDatanodeService
om_1        | 2019-11-16 22:33:09,977 INFO om.OzoneManagerStarter: STARTUP_MSG: 
s3g_1       | 2019-11-16 22:33:10,231 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
datanode_2  | 2019-11-16 22:33:09,404 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
datanode_3  | STARTUP_MSG:   host = 77e3913c7b7e/172.18.0.5
s3g_1       | 2019-11-16 22:33:10,241 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
datanode_3  | STARTUP_MSG:   args = []
om_1        | /************************************************************
datanode_2  | /************************************************************
s3g_1       | 2019-11-16 22:33:10,244 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
datanode_3  | STARTUP_MSG:   version = 3.2.0
s3g_1       | 2019-11-16 22:33:10,244 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
om_1        | STARTUP_MSG: Starting OzoneManager
datanode_2  | STARTUP_MSG: Starting HddsDatanodeService
