Attaching to ozones3-haproxy_s3g_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_om_1, ozones3-haproxy_datanode_1, ozones3-haproxy_scm_1, ozones3-haproxy_s3g2_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_datanode_3, ozones3-haproxy_datanode_2
s3g_1       | [NOTICE] 310/104757 (1) : New worker #1 (7) forked
om_1        | 2019-11-07 10:47:57,993 INFO om.OzoneManagerStarter: STARTUP_MSG: 
om_1        | /************************************************************
om_1        | STARTUP_MSG: Starting OzoneManager
om_1        | STARTUP_MSG:   host = 383cc48bf8a6/172.18.0.8
s3g1_1      | 2019-11-07 10:47:58,394 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
om_1        | STARTUP_MSG:   args = [--init]
s3g1_1      | 2019-11-07 10:47:58,450 INFO util.log: Logging initialized @1465ms
datanode_1  | 2019-11-07 10:47:57,612 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
s3g1_1      | 2019-11-07 10:47:58,588 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
scm_1       | 2019-11-07 10:47:57,642 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
datanode_1  | /************************************************************
om_1        | STARTUP_MSG:   version = 3.2.0
s3g1_1      | 2019-11-07 10:47:58,620 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g2_1      | 2019-11-07 10:47:57,680 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
scm_1       | /************************************************************
datanode_1  | STARTUP_MSG: Starting HddsDatanodeService
s3g1_1      | 2019-11-07 10:47:58,629 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
s3g2_1      | 2019-11-07 10:47:57,730 INFO util.log: Logging initialized @1373ms
