Attaching to ozones3-haproxy_s3g2_1, ozones3-haproxy_om_1, ozones3-haproxy_s3g_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_scm_1, ozones3-haproxy_datanode_3, ozones3-haproxy_datanode_1, ozones3-haproxy_datanode_2
s3g2_1      | 2019-11-08 12:43:57,341 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-11-08 12:43:57,404 INFO util.log: Logging initialized @1561ms
s3g2_1      | 2019-11-08 12:43:57,567 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g2_1      | 2019-11-08 12:43:57,619 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g2_1      | 2019-11-08 12:43:57,646 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
s3g2_1      | 2019-11-08 12:43:57,649 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
s3g2_1      | 2019-11-08 12:43:57,649 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
s3g2_1      | 2019-11-08 12:43:57,649 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
s3g2_1      | 2019-11-08 12:43:57,670 INFO s3.Gateway: Starting Ozone S3 gateway
s3g2_1      | 2019-11-08 12:43:57,684 INFO http.HttpServer2: Jetty bound to port 9878
s3g2_1      | 2019-11-08 12:43:57,687 INFO server.Server: jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
s3g2_1      | 2019-11-08 12:43:57,722 INFO handler.ContextHandler: Started o.e.j.s.ServletContextHandler@5276d6ee{/logs,file:///var/log/hadoop/,AVAILABLE}
om_1        | 2019-11-08 12:43:56,750 INFO om.OzoneManagerStarter: STARTUP_MSG: 
s3g2_1      | 2019-11-08 12:43:57,725 INFO handler.ContextHandler: Started o.e.j.s.ServletContextHandler@7dfd3c81{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-ozone-s3gateway-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
om_1        | /************************************************************
s3g2_1      | ERROR StatusLogger No Log4j 2 configuration file found. Using default configuration (logging only errors to the console), or user programmatically provided configurations. Set system property 'log4j2.debug' to show Log4j 2 internal initialization logging. See https://logging.apache.org/log4j/2.x/manual/configuration.html for instructions on how to configure Log4j 2
om_1        | STARTUP_MSG: Starting OzoneManager
s3g2_1      | WARNING: An illegal reflective access operation has occurred
s3g1_1      | 2019-11-08 12:43:57,161 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
om_1        | STARTUP_MSG:   host = 3b9f89d2a76c/172.18.0.7
s3g2_1      | WARNING: Illegal reflective access by org.jboss.classfilewriter.ClassFile$1 (file:/opt/hadoop/share/ozone/lib/weld-servlet-2.4.7.Final.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int)
s3g1_1      | 2019-11-08 12:43:57,210 INFO util.log: Logging initialized @1606ms
s3g_1       | [NOTICE] 311/124355 (1) : New worker #1 (7) forked
scm_1       | 2019-11-08 12:43:56,411 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
s3g3_1      | 2019-11-08 12:43:56,630 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | WARNING: Please consider reporting this to the maintainers of org.jboss.classfilewriter.ClassFile$1
om_1        | STARTUP_MSG:   args = [--init]
s3g1_1      | 2019-11-08 12:43:57,353 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
datanode_3  | 2019-11-08 12:43:55,748 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
scm_1       | /************************************************************
s3g3_1      | 2019-11-08 12:43:56,665 INFO util.log: Logging initialized @1500ms
s3g2_1      | WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
om_1        | STARTUP_MSG:   version = 3.2.0
s3g1_1      | 2019-11-08 12:43:57,397 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
datanode_3  | /************************************************************
datanode_2  | 2019-11-08 12:43:55,378 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
scm_1       | STARTUP_MSG: Starting StorageContainerManager
s3g2_1      | WARNING: All illegal access operations will be denied in a future release
s3g3_1      | 2019-11-08 12:43:56,824 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
