Attaching to ozonesecure-mr_kdc_1, ozonesecure-mr_nm_1, jhs, ozonesecure-mr_rm_1, ozonesecure-mr_scm_1, ozonesecure-mr_kms_1, ozonesecure-mr_datanode_3, ozonesecure-mr_datanode_2, ozonesecure-mr_s3g_1, ozonesecure-mr_datanode_1, ozonesecure-mr_om_1
kdc_1       | Issuer is listening on : 8081krb5kdc: starting...
kdc_1       | Generiting keytab
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
kdc_1       | Generiting keytab
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
nm_1        | Sleeping for 5 seconds
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
nm_1        | Setting up kerberos!!
kdc_1       | Generiting keytab
nm_1        | KDC ISSUER_SERVER => kdc:8081
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
nm_1        | /opt/starter.sh: line 66: SLEEP_SECONDS: command not found
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
nm_1        | Sleeping for  seconds
nm_1        | Got 200, KDC service ready!!
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
nm_1        | Download dn/nm@EXAMPLE.COM keytab file to /etc/security/keytabs/dn.keytab
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
nm_1        | --2019-11-14 22:54:57--  http://kdc:8081/keytab/nm/dn
kdc_1       | Generiting keytab
nm_1        | Resolving kdc (kdc)... 172.19.0.11
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
nm_1        | Connecting to kdc (kdc)|172.19.0.11|:8081... connected.
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
rm_1        | Sleeping for 5 seconds
nm_1        | HTTP request sent, awaiting response... 200 OK
scm_1       | Sleeping for 5 seconds
kdc_1       | Authenticating as principal admin/admin with keytab /tmp/admin.keytab.
rm_1        | Setting up kerberos!!
kms_1       | Sleeping for 5 seconds
scm_1       | Setting up kerberos!!
nm_1        | Length: 138 [application/octet-stream]
datanode_3  | Sleeping for 5 seconds
rm_1        | KDC ISSUER_SERVER => kdc:8081
scm_1       | KDC ISSUER_SERVER => kdc:8081
kdc_1       | kadmin: Communication failure with server while initializing kadmin interface
jhs         | Sleeping for 5 seconds
kms_1       | Setting up kerberos!!
nm_1        | Saving to: '/etc/security/keytabs/dn.keytab'
datanode_3  | Setting up kerberos!!
