Attaching to ozones3-haproxy_s3g_1, ozones3-haproxy_s3g2_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_om_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_datanode_2, ozones3-haproxy_scm_1, ozones3-haproxy_datanode_1, ozones3-haproxy_datanode_3
s3g2_1      | 2019-10-23 12:01:36,248 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-10-23 12:01:36,290 INFO util.log: Logging initialized @1258ms
s3g2_1      | 2019-10-23 12:01:36,444 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g_1       | [NOTICE] 295/120135 (1) : New worker #1 (7) forked
s3g2_1      | 2019-10-23 12:01:36,469 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g2_1      | 2019-10-23 12:01:36,479 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
om_1        | Ozone Manager classpath extended by 
s3g2_1      | 2019-10-23 12:01:36,487 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
om_1        | 2019-10-23 12:01:35,955 [main] INFO       - STARTUP_MSG: 
s3g2_1      | 2019-10-23 12:01:36,487 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
om_1        | /************************************************************
s3g2_1      | 2019-10-23 12:01:36,488 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
s3g3_1      | 2019-10-23 12:01:35,094 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
om_1        | STARTUP_MSG: Starting OzoneManager
s3g1_1      | 2019-10-23 12:01:34,993 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-10-23 12:01:36,506 [main] INFO       - Starting Ozone S3 gateway
s3g3_1      | 2019-10-23 12:01:35,151 INFO util.log: Logging initialized @1178ms
om_1        | STARTUP_MSG:   host = de160aebd13c/172.18.0.6
s3g1_1      | 2019-10-23 12:01:35,024 INFO util.log: Logging initialized @1117ms
s3g2_1      | 2019-10-23 12:01:36,521 INFO http.HttpServer2: Jetty bound to port 9878
s3g3_1      | 2019-10-23 12:01:35,303 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
om_1        | STARTUP_MSG:   args = [--init]
s3g1_1      | 2019-10-23 12:01:35,141 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g2_1      | 2019-10-23 12:01:36,522 INFO server.Server: jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
s3g3_1      | 2019-10-23 12:01:35,343 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
om_1        | STARTUP_MSG:   version = 3.2.0
datanode_1  | 2019-10-23 12:01:34,580 [main] INFO       - STARTUP_MSG: 
s3g1_1      | 2019-10-23 12:01:35,181 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g2_1      | 2019-10-23 12:01:36,557 INFO handler.ContextHandler: Started o.e.j.s.ServletContextHandler@2254127a{/logs,file:///var/log/hadoop/,AVAILABLE}
datanode_3  | 2019-10-23 12:01:33,123 [main] INFO       - STARTUP_MSG: 
s3g3_1      | 2019-10-23 12:01:35,357 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
datanode_1  | /************************************************************
