Attaching to ozones3-haproxy_s3g2_1, ozones3-haproxy_datanode_3, ozones3-haproxy_datanode_2, ozones3-haproxy_datanode_1, ozones3-haproxy_scm_1, ozones3-haproxy_om_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_s3g_1
s3g2_1      | 2019-10-31 23:27:34,921 INFO hdfs.DFSUtil: Starting Web-server for s3gateway at: http://0.0.0.0:9878
s3g2_1      | 2019-10-31 23:27:34,987 INFO util.log: Logging initialized @1254ms
s3g2_1      | 2019-10-31 23:27:35,148 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
s3g2_1      | 2019-10-31 23:27:35,179 INFO http.HttpRequestLog: Http request log for http.requests.s3gateway is not defined
s3g2_1      | 2019-10-31 23:27:35,189 INFO http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
s3g2_1      | 2019-10-31 23:27:35,192 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context s3gateway
s3g2_1      | 2019-10-31 23:27:35,192 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
s3g2_1      | 2019-10-31 23:27:35,192 INFO http.HttpServer2: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
s3g2_1      | 2019-10-31 23:27:35,211 INFO s3.Gateway: Starting Ozone S3 gateway
datanode_3  | 2019-10-31 23:27:33,439 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
s3g2_1      | 2019-10-31 23:27:35,220 INFO http.HttpServer2: Jetty bound to port 9878
datanode_3  | /************************************************************
s3g2_1      | 2019-10-31 23:27:35,222 INFO server.Server: jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
datanode_3  | STARTUP_MSG: Starting HddsDatanodeService
s3g2_1      | 2019-10-31 23:27:35,255 INFO handler.ContextHandler: Started o.e.j.s.ServletContextHandler@1b919693{/logs,file:///var/log/hadoop/,AVAILABLE}
datanode_1  | 2019-10-31 23:27:34,732 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
datanode_3  | STARTUP_MSG:   host = 8b1bc5e1c08e/172.18.0.8
